user_lat,user_lon,logit_0,logit_1,logit_2,logit_3,logit_4,nested_0,nested_1,nested_2,nested_3,nested_4,cnl_0,cnl_1,cnl_2,cnl_3,cnl_4
44.97495358589941,43.26042113263232,94,74,21,76,17,24,44,30,44,30,8,30,35,66,30
46.304582405013406,65.92948720579281,78,42,30,35,92,44,82,99,76,26,93,30,70,76,16
52.275006908168905,32.20701816984667,55,87,39,9,4,42,30,21,99,52,94,76,30,82,30
36.28216659985684,7.8375596411290545,18,80,35,62,30,99,93,77,88,44,17,55,18,40,77
74.45760839725489,18.84002510332754,82,27,16,80,94,26,39,7,74,70,39,16,42,21,95
3.93248194696465,90.42207299064464,99,94,34,40,10,70,99,90,10,10,53,30,24,67,25
43.47704425317712,39.89356950063064,81,63,52,35,10,30,30,14,80,30,25,42,9,30,9
60.78957111641717,6.114180432726723,47,80,82,36,50,55,26,21,54,88,33,16,44,26,21
43.65222312793533,44.219669620749016,30,88,37,55,55,32,21,16,53,84,32,34,42,16,26
4.48382582574961,24.915286330819576,34,32,33,11,32,67,7,25,42,11,25,53,69,34,10
82.44909482670784,6.214371375443772,34,21,25,9,90,88,86,63,51,21,85,40,42,21,34
2.715974189447201,21.089885278144425,7,18,26,51,3,77,63,60,99,94,8,30,54,16,5
96.91463466775468,56.9542605566016,12,76,30,13,17,16,77,39,26,95,76,40,16,26,58
71.14503533398043,55.296900509107886,47,3,52,52,70,16,44,4,36,88,35,94,58,39,30
77.6742515235915,48.77231251769618,22,34,76,89,89,77,21,54,30,35,26,94,30,21,30
82.87273149654489,15.148087908140194,9,52,4,35,37,29,30,76,21,9,88,76,44,10,76
28.444722077408755,68.53097504044932,53,85,30,70,44,32,8,8,21,4,21,3,39,17,12
99.66203910835752,14.406126529360108,39,20,73,25,26,35,42,42,10,55,42,42,35,59,76
33.46151246008747,70.20330278417579,18,52,44,43,79,10,44,62,44,55,73,42,44,30,30
3.8425181921882254,71.52586238244997,80,36,21,7,35,53,36,44,25,99,12,44,16,25,34
40.89077685420735,19.99072422920916,75,89,55,94,53,47,53,77,21,14,39,66,18,21,42
26.76046165543916,26.95753850936785,76,9,36,53,76,75,25,66,63,18,18,4,54,8,37
23.688703714589067,80.82334857262883,30,39,42,29,29,9,30,88,25,42,42,44,76,26,34
67.682085086972,34.28784808497856,94,19,30,9,19,9,44,94,52,26,26,42,3,76,33
13.370587662169864,14.708964008861326,25,17,27,76,17,11,54,69,44,82,30,42,21,35,10
74.73915622945003,94.81319121334796,54,44,43,83,53,42,53,14,9,16,82,82,2,41,82
55.66006830769172,3.6522466488938976,17,26,94,82,54,33,30,69,40,60,23,26,21,40,94
11.93696334436466,91.61997530254052,35,19,59,52,7,44,29,32,10,83,21,44,16,44,64
21.038115433429127,67.84418496199555,70,52,18,29,29,91,94,37,37,24,94,10,53,76,53
13.714511797948637,29.938509059271645,30,51,54,37,94,54,99,32,99,9,16,35,16,58,40
50.98681928621696,5.613766095678264,27,32,8,9,27,21,19,88,44,44,35,53,94,17,85
90.83738352125076,37.98655090290396,91,36,30,18,39,25,35,88,63,8,89,30,27,30,2
78.72446396080748,61.60157710549149,29,30,68,42,83,34,39,32,63,36,94,89,64,43,30
49.862221405584286,32.60621989054354,27,93,94,99,11,21,21,32,91,82,10,21,44,88,29
17.612935386081308,8.888096461836625,91,18,50,22,18,53,21,39,30,44,44,39,89,53,39
83.57585476527487,87.67552827362545,42,69,42,94,11,42,26,12,94,53,73,53,35,4,26
97.3881126470241,95.01643835356036,21,40,94,35,17,44,64,7,88,14,35,82,16,26,94
59.410357315505856,83.61433444238149,35,17,11,81,66,23,75,93,82,93,73,16,8,73,44
37.59084344917646,99.92930514866188,16,42,37,42,44,23,7,32,82,16,26,30,29,9,39
15.61129160943201,98.61059882492808,25,72,16,94,72,42,29,26,25,53,25,29,16,16,16
82.79571810653074,69.44272349766726,3,30,30,42,39,11,26,94,25,52,70,25,29,19,34
9.140414687478929,89.2086738043388,30,44,16,93,25,73,44,35,10,10,30,55,25,44,10
93.67013682259304,44.05381675914999,52,10,88,26,55,21,95,11,42,9,35,30,28,39,76
55.349287788887445,85.27888437978373,78,1,17,37,70,46,40,11,60,25,35,40,59,35,93
77.3936911063673,6.433149427098628,88,75,19,70,90,44,26,85,37,67,25,23,62,26,18
54.59841724447039,36.75118826840264,23,35,55,9,55,35,88,30,19,19,23,3,30,21,73
39.12776728855511,56.42569389161896,16,39,16,78,55,67,44,88,70,50,3,70,30,25,53
99.42889682287756,79.14960459458949,97,82,85,64,85,9,94,4,35,35,82,94,19,44,42
53.03020064928925,55.4944535528364,18,99,63,27,90,46,16,24,30,63,35,10,10,66,94
75.74698667228932,1.354131077623788,76,40,55,63,19,35,46,8,35,30,19,9,44,30,76
57.25196423057619,90.78852646231074,78,22,35,4,30,77,52,83,53,53,40,62,40,25,40
74.84393645700618,22.47880135265262,30,55,58,33,35,39,41,25,12,86,6,26,82,44,43
66.7810152285539,15.419490159322958,80,17,30,34,26,35,44,30,62,82,21,37,35,55,10
37.53754310142613,3.1982357117635307,99,63,30,45,63,52,60,58,53,40,8,88,55,23,99
44.237248400919725,61.71119114792671,53,34,9,40,55,63,30,30,9,30,16,40,44,44,4
14.601328342218666,43.72970022960012,77,40,54,94,70,94,21,90,16,8,10,85,16,16,44
99.02690804724092,21.694718642599145,30,21,51,91,44,35,76,89,42,42,16,25,42,89,44
48.02375236344416,48.398472075886,14,88,99,30,15,30,30,35,26,82,42,19,94,53,82
68.89562093584158,53.67929298324614,32,89,23,30,84,34,23,12,35,4,11,39,64,82,16
48.50011256815087,30.11923833123121,55,89,15,86,21,35,32,7,93,82,21,44,33,21,29
93.6052935145256,41.85000967123037,68,30,26,46,40,37,26,88,14,21,44,39,91,23,12
78.17713947247343,29.019520419088185,17,40,26,91,25,88,76,82,74,41,16,82,76,4,44
79.47280123874594,7.13846488498956,21,58,55,12,54,44,66,95,11,30,37,88,76,42,52
55.63487725804244,69.89213898504711,25,34,24,52,46,9,9,25,18,44,67,44,70,30,3
54.69096177944673,24.78640724218509,75,59,27,88,83,35,9,88,30,88,30,8,55,8,21
67.0337669992377,51.28576124375572,88,44,94,91,93,63,94,35,44,30,21,79,44,21,44
53.01430601762343,22.665859755222428,53,99,30,21,55,75,52,34,84,99,76,88,37,21,10
70.02271693018692,80.74785706304898,9,44,39,37,82,35,53,44,94,64,42,19,44,19,94
28.980143673870195,29.90445604143828,9,32,50,70,75,9,77,64,90,67,73,10,44,42,39
51.21509765899083,37.24892210336282,21,89,39,40,36,30,30,93,93,88,21,26,44,39,94
29.712076652298723,32.379423050639176,33,70,87,30,76,98,30,93,44,50,82,44,82,25,32
23.737978042586505,26.21672712991824,52,9,34,18,97,70,7,32,30,18,82,94,44,30,99
28.71616946091343,27.963024753736565,98,10,30,11,63,83,25,8,76,97,42,63,98,44,21
33.556191274821344,1.7105277355171975,30,31,17,7,51,44,21,30,11,29,36,42,42,30,30
8.851994310389976,69.59292968260952,10,53,14,30,30,16,37,8,7,88,37,10,29,70,30
67.53448959598973,60.82222550610869,42,94,30,44,25,88,86,30,30,16,10,30,44,82,26
66.19107900059468,60.9707253748501,58,76,11,82,30,63,62,46,42,58,76,21,26,32,63
40.54588433521097,41.040645269291474,35,27,36,12,45,50,16,42,50,9,12,16,26,9,25
22.135271351907804,41.81126355352953,25,3,19,76,24,85,37,32,88,73,70,35,39,19,19
6.242188363078116,34.02733852659301,98,76,7,99,35,39,11,11,7,10,53,35,97,93,81
59.15180465993717,74.71027294306406,91,16,50,48,30,7,42,88,8,42,3,44,25,29,30
85.4933509145123,32.259174102881275,42,62,91,79,94,83,21,42,42,88,50,94,85,21,30
89.60650861003789,83.7963524640204,17,40,63,58,30,94,12,63,12,94,82,94,95,21,35
92.5907336152378,37.33961030555375,76,26,50,97,80,30,76,29,36,63,91,8,76,34,58
46.184734377968304,49.71206724525712,55,78,46,30,55,32,59,36,30,44,37,26,53,3,3
75.61607488320035,58.760992522860846,27,63,26,49,17,30,58,16,70,30,44,71,25,30,27
81.22519967418928,14.527608176388076,9,41,27,21,31,88,58,44,10,26,42,93,55,76,41
1.7219306660842926,34.54884201358461,11,55,76,76,35,11,44,42,25,99,11,52,11,11,40
64.2865318394389,78.4437736832432,44,25,89,30,9,21,30,73,30,62,39,30,30,44,30
57.82395602498397,53.47174461005844,77,34,54,82,32,40,44,35,11,10,76,94,39,36,30
7.622160284623147,64.92937857452321,34,30,91,29,18,82,7,83,24,24,34,94,44,70,37
68.2854308223263,5.94639430765821,80,40,76,21,3,21,84,88,54,16,76,9,26,44,35
40.50139729635161,50.489369534773296,40,37,30,50,30,70,88,78,24,9,58,30,44,82,30
13.619043575645662,21.60199959583024,7,40,54,7,10,7,53,99,97,7,7,76,85,26,50
63.80213878891444,19.13669118980431,44,54,75,94,99,55,69,82,36,35,42,42,26,30,82
3.457524433370862,39.08477381854567,54,83,63,89,16,37,38,35,62,25,21,17,23,11,68
44.99550123180212,65.66764484328796,41,94,53,70,73,26,85,53,44,8,52,39,30,70,39
86.18140504950989,14.784231683369542,11,42,9,53,28,76,14,37,21,21,25,16,65,26,42
12.508195747994275,19.675748672858763,7,9,18,37,7,88,52,54,21,7,42,59,21,69,39
90.48858529396604,92.9181076193079,30,44,11,73,27,39,58,52,30,35,94,94,94,40,8
37.03067051732305,9.274129613164996,77,17,89,9,29,44,11,88,42,88,77,44,77,85,77
40.15641110064043,85.21053829842401,25,42,91,17,78,10,30,40,52,44,9,30,94,19,39
23.191293837086192,62.37518952778166,40,94,37,37,44,82,88,93,88,52,30,16,10,73,70
79.88576741782786,71.57807767528078,21,58,12,83,21,42,30,30,30,44,12,30,25,16,19
72.65088874686441,80.96974217901018,44,79,37,94,8,52,94,42,49,82,64,82,82,67,29
61.81820229432231,9.04117865013988,10,15,36,16,76,11,88,9,7,55,9,35,42,29,82
22.347994979355445,73.95600676344787,25,86,10,70,26,53,44,37,70,53,16,44,85,76,76
53.35320242012035,59.37730918701725,30,88,35,46,30,89,44,39,9,32,62,76,35,6,30
89.98151128613594,47.61983985655501,94,32,59,29,26,63,35,8,45,26,30,37,42,42,26
14.434596696447466,28.08054993177025,32,3,58,29,7,77,14,44,83,54,2,93,32,44,53
92.05983233820552,77.97423145139459,70,76,42,67,7,42,44,30,36,21,82,35,94,25,89
59.16606546590212,91.99667526915628,3,35,97,55,35,52,60,25,82,93,53,68,25,35,94
24.102687310768463,73.20437115869463,76,14,40,35,97,73,37,29,26,70,53,70,52,85,34
21.16323178497114,2.03352432430014,70,30,88,17,63,82,62,49,44,9,4,25,52,34,44
56.9937574783531,48.11364808710593,36,9,62,76,79,11,44,83,30,32,30,30,82,40,10
34.40984942033285,1.766574976034574,97,70,70,76,51,21,25,25,16,8,44,94,78,34,30
93.33155587374374,23.6001926206658,17,98,99,82,21,32,30,34,42,42,82,25,53,30,69
55.62415094774852,56.60550084285608,37,30,25,67,58,9,73,3,30,30,69,42,25,39,16
32.22664636632737,65.98501114454176,98,23,44,21,44,26,82,16,23,24,93,39,26,85,3
3.6535232165152864,70.11496400750255,9,38,93,72,44,63,25,69,9,24,79,52,18,53,16
23.21861399748726,47.62172248530295,70,3,50,50,49,25,34,39,4,44,30,26,25,82,63
93.29505395672834,45.01006607189638,88,30,89,44,91,26,25,27,88,3,30,35,29,42,91
96.36852698769904,95.62823912704168,2,29,44,42,42,77,82,30,26,12,23,30,12,28,44
28.859073467994826,51.46453358269484,16,3,93,87,32,8,70,54,44,46,10,52,52,40,82
44.959708373631024,90.43036493208768,88,10,37,82,63,44,34,40,30,64,53,53,25,73,9
91.26125864650577,14.938273849111194,78,3,76,76,26,21,39,25,21,42,42,34,42,42,34
13.310258667858887,32.27556520389532,88,70,54,54,89,42,32,20,22,21,37,91,39,70,62
61.13647916808986,93.46804959502076,40,62,94,80,82,64,53,10,16,35,37,94,67,34,21
95.33385712994207,2.368711856902028,18,45,99,94,27,62,95,21,21,82,21,58,21,26,8
22.64943835746569,48.6718610578851,52,36,32,10,3,42,97,37,3,52,21,55,29,94,16
69.34356132300753,58.72395810742332,89,30,8,76,68,63,30,8,16,48,66,29,58,62,89
95.5822737450371,44.98114432575498,1,34,94,18,75,91,83,37,28,39,94,23,21,85,82
93.38017800889702,84.68873269524472,94,88,99,42,68,9,30,97,35,94,25,42,30,82,82
49.22930614340112,70.80171915820112,34,3,72,66,93,3,88,29,2,39,3,25,35,34,3
31.427111249532203,6.140663876368391,18,88,73,72,17,16,63,30,63,63,30,76,40,91,52
19.084021122366742,91.46818266832057,12,30,18,26,21,52,85,44,88,50,53,29,73,44,44
45.69672043634378,49.178248539369726,44,85,6,86,44,63,76,30,99,30,30,76,21,30,41
14.131949694951029,63.46566715923433,94,37,94,25,35,82,29,85,32,63,85,12,44,37,29
39.77987208780039,99.26411195863749,40,30,88,3,72,44,44,34,8,93,21,82,21,58,73
65.42654929844271,24.034519831990853,94,76,9,55,9,73,55,99,23,26,26,41,9,9,26
91.46878626772175,3.4073140962969206,91,3,76,26,90,21,37,76,21,55,44,21,8,44,44
81.67527431484571,80.82219150442462,44,47,32,92,35,94,12,82,9,35,69,12,32,6,94
78.43185436144209,84.02651637007546,35,30,89,82,35,7,94,12,35,35,21,35,35,89,82
50.07413705261891,24.405812158633577,22,17,84,27,27,9,16,44,30,30,89,59,35,73,41
72.73809528400868,11.01276464144002,9,78,39,17,55,93,30,83,32,42,9,76,25,94,53
48.13248478994232,31.52464846120364,30,25,99,29,76,63,9,7,22,8,85,12,82,16,39
85.05148391474788,1.476065648022762,37,66,35,11,57,7,30,16,35,88,10,12,25,42,58
83.63606419658758,20.31431921479616,42,46,17,80,99,21,4,42,39,42,62,44,21,55,42
4.276101065185934,38.35388141643633,94,40,60,81,64,63,90,35,30,86,21,93,94,94,62
55.19709577292684,19.06259837981709,15,94,46,47,76,30,46,16,83,11,88,21,95,52,94
43.56915881479032,40.77640782011092,61,77,29,89,9,37,36,9,94,21,26,30,52,39,93
83.12601431720958,81.64067863597802,40,12,94,79,70,30,94,42,36,26,94,35,94,62,52
97.73899341801123,4.72352540836769,42,94,76,36,82,44,58,21,21,21,35,82,53,42,21
47.33705638140863,58.83100570784091,45,30,30,55,37,24,35,16,29,26,94,40,69,34,94
32.189912015014144,94.47078855262556,34,40,16,3,76,93,53,62,14,72,10,79,25,29,44
56.312566115052135,99.2464837509934,27,40,76,82,94,82,97,69,9,24,82,58,19,40,23
68.13867804823236,31.70286550683794,25,78,32,30,87,55,88,30,55,9,76,29,35,30,76
56.51047617916135,66.50726484234973,19,40,21,94,30,9,97,34,90,42,21,27,30,5,44
92.01959048679036,78.76707400822531,10,89,40,16,39,10,30,94,39,94,35,82,58,53,53
89.84771265197709,11.497941218431706,94,55,42,80,55,76,11,91,55,29,21,42,39,59,25
38.66569852714954,30.16573624359731,70,82,21,30,70,56,9,36,37,63,76,70,88,42,42
5.154402153541327,92.8677647536404,30,16,89,44,53,44,44,34,58,93,42,44,44,82,25
46.7933951595506,70.53955667096528,16,70,27,36,70,3,44,99,11,3,26,42,44,3,3
42.047490136924935,62.72055598953523,8,55,93,70,34,9,30,93,41,40,3,44,25,44,21
11.087096399640217,85.90334596860808,35,26,34,29,44,58,30,21,10,21,52,53,29,16,25
4.697188275580921,5.307396430787015,89,88,35,78,31,30,70,62,12,25,10,70,30,30,23
30.848750445437968,31.53077703234496,77,13,10,45,39,99,52,23,30,54,7,10,98,2,30
21.319861356230284,29.074871819961924,63,6,70,25,5,82,39,7,24,85,39,10,26,44,10
71.22543830678805,13.60682461866708,55,37,42,82,94,49,55,55,55,55,19,21,55,42,76
78.11953347463746,42.63554513239119,40,80,25,30,91,76,69,82,82,42,53,94,42,37,26
71.32456212625198,57.49490664462664,3,26,79,50,30,58,96,12,35,86,25,3,63,30,34
37.89856265839159,33.97486867579447,50,27,76,82,76,93,75,44,97,25,44,30,12,79,21
66.96617398255935,35.74103036634959,93,44,34,44,76,30,9,25,14,30,26,76,70,19,8
43.68958660626318,35.2961255264606,9,76,18,35,50,21,52,30,90,32,64,53,58,58,82
15.845801055578246,81.60351848718594,53,1,45,23,29,10,8,93,34,46,82,53,10,53,10
97.42048423542758,40.00642895543368,42,39,36,94,98,30,97,35,35,55,76,42,30,52,16
56.25005271200042,4.1781816302821735,95,11,44,97,76,63,78,88,63,82,94,30,16,67,76
16.750950087941717,10.179628626448068,7,18,9,85,77,44,99,85,99,9,39,41,7,26,30
